Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
1870,1,1,,1870,12,31,,25 - 27 June 1870,A Spandrel at Siena,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159412'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_089_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_089_a-a-L.jpg,title,,#3f83e8
1870,1,1,,1870,12,31,,probably 1 - 18 August 1870,Enlarged Tracing of the Outline of a Lion's Head from a Greek Coin,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159691'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_048-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_048-a-L.jpg,title,,#3f83e8
1863,1,1,,1863,12,31,,March 1863,"The Brezon and Alps of the Reposoir, seen from Mornex: finished pencil sketch from nature",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159469'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_132-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_132-a-L.jpg,title,,#3f83e8
1870,1,1,,1870,12,31,,May - June 1870,"View from the Palazzo Bembo to the Palazzo Grimani, Venice",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159605'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_REF_066-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_REF_066-a-L.jpg,title,,#3f83e8
1880,1,1,,1880,12,31,,1880,Study of ivy stalk,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object//48945'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1951/WA_1951_0000/WA_1951_136-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1951/WA_1951_0000/WA_1951_136-a-L.jpg,title,,#3f83e8
1868,1,1,,1868,12,31,,March 1868,Study of Dawn: the first Scarlet on the Clouds,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159347'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_003-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_003-a-L.jpg,title,,#3f83e8
1835,1,1,,1835,12,31,,1835,"Near Bassano, Brenner",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object//48683'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1949/WA_1949_0000/WA_1949_253-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1949/WA_1949_0000/WA_1949_253-a-L.jpg,title,,#3f83e8
1871,1,1,,1872,12,31,,winter 1871 - 1872,Five Diagrams showing the two Types of developed Form in the English Shield,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159644'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_003-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_003-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,probably 1871,"A Study of Japanese Porcelain, enclosed in Wickerwork",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159701'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_061-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_061-a-L.jpg,title,,#3f83e8
1866,1,1,,1866,12,31,,1866,Dawn at Neuchâtel,"Samuel Sachs, gift; to Fogg Art Museum, 1919<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/298820'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:VRS38476_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:VRS38476_dynmc,title,,#00758F
1872,1,1,,1872,12,31,,before 1872,Enlarged Drawing of the Extremity of a Kingfisher's Wing Feather,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159756'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_205-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_205-a-L.jpg,title,,#3f83e8
1845,1,1,,1845,12,31,,May 1845,"Part of the Façade of the destroyed Church of San Michele in Foro, Lucca, as it appeared in 1845",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159407'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_083-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_083-a-L.jpg,title,,#3f83e8
1849,1,1,,1852,12,31,,1849-1852,Architectural Detail,"Fine Arts Department, Harvard University, Cambridge, MA, Transferred to the Fogg Art Museum, 1926.
<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/299176'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:VRS48790_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:VRS48790_dynmc,title,,#00758F
1859,1,1,,1859,12,31,,1859,"Hôtel de Ville, Aix-la-Chapelle",<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/298819'>Artwork homepage</a>,https://nrs.harvard.edu/urn-3:HUAM:VRS48769,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:VRS48769,title,,#00758F
1870,1,1,,1870,12,31,,May - June 1870,Drawing of a red parrot and plant from Carpaccio's 'Saint George baptises the Selenites',<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159503'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_161-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_161-a-L.jpg,title,,#3f83e8
1870,1,1,,1870,12,31,,25 - 27 June 1870,"A Window of the Palazzo Tolomei, Siena, showing the rude and unsymmetrical Placing of massy Stones",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159411'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_088-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_088-a-L.jpg,title,,#3f83e8
1865,1,1,,1869,12,31,,1865 - 1869,Study of a Stem of Agrimony,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159554'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_238_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_238_a-a-L.jpg,title,,#3f83e8
1872,1,1,,1872,12,31,,before 1872,Study of spiral Growth in outer Sprays of Oak,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159807'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_286-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_286-a-L.jpg,title,,#3f83e8
1879,1,1,,1879,12,31,,1879,Dry Oak Leaves,"Fine Arts Department, Harvard University, Cambridge, MA, Transferred to the Fogg Art Museum, 1926.
<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/298634'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:VRS48812_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:VRS48812_dynmc,title,,#00758F
1871,1,1,,1871,12,31,,before 1871,Three Studies of Narcissus ('Field Narcissus of the Alps'),<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159368'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_025-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_025-a-L.jpg,title,,#3f83e8
1870,1,1,,1870,12,31,,probably autumn 1870,Sketch of the head of a living eagle,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159692'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_049-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_049-a-L.jpg,title,,#3f83e8
1855,1,1,,1855,12,31,,c. 1855,"Design for a window in the University Museum, Oxford",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/176329'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1931/WA_1931_0000/WA_1931_54-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1931/WA_1931_0000/WA_1931_54-a-L.jpg,title,,#3f83e8
1849,1,1,,1849,12,31,,1849,"Ornamental Study with Acanthus Motif for ""The Stones of Venice""",Gift of William B. O'Neal<br/><br/><a target='_new' href='https://www.nga.gov/collection/art-object-page.76140.html'>Artwork homepage</a>,"https://api.nga.gov/iiif/bc567179-9c1e-4493-b712-956cc4e6b00a/full/!500,500/0/default.jpg",National Gallery of Art,,"https://api.nga.gov/iiif/bc567179-9c1e-4493-b712-956cc4e6b00a/full/!500,500/0/default.jpg",title,,#E8A798
1852,1,1,,1852,12,31,,1852,"The Exterior of the Ducal Palace, Venice",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159606'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_REF_067-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_REF_067-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,before 1871,Study in Colour of Quartz Rock Weathered,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159578'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_277-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_277-a-L.jpg,title,,#3f83e8
1869,1,1,,1869,12,31,,c. 1869,Study for General Chiaroscuro of the Sarcophagus and Canopy of the Tomb of Mastino II della Scala at Verona,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159597'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_REF_058-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_REF_058-a-L.jpg,title,,#3f83e8
1852,1,1,,1852,12,31,,probably January 1852,"Study of one of the Pinnacles of the Tomb of Mastino II della Scala, Verona",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159714'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_097_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_097_a-a-L.jpg,title,,#3f83e8
1870,1,1,,1870,12,31,,before 1870,Enlarged Drawing of Apollo's Laurel Sceptre in the Engraving from the so-called 'Mantegna Tarocchi',<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159352'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED/WA_RS_ED_008-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED/WA_RS_ED_008-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,probably 1871,A Study of modern Danish Porcelain,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159702'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_062-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_062-a-L.jpg,title,,#3f83e8
1871,1,1,,1872,12,31,,winter 1871 - 1872,"The Shield of Geoffrey Plantagenet, with the Shield of Chaucer, and of Sir Francis Drake",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159647'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_008-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_008-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,spring 1871,Perspective Study of a Table,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159539'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_215_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_215_a-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,probably October 1871,"Enlarged Studies of the Feathers of a Kingfisher's Wing and Head, and a Study of a Group of the Wing Feathers, real Size",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159755'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_204-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_204-a-L.jpg,title,,#3f83e8
1844,1,1,,1844,12,31,,1844,View of Amalfi,<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/297164'>Artwork homepage</a>,https://nrs.harvard.edu/urn-3:HUAM:779024,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:779024,title,,#00758F
1882,1,1,,1882,12,31,,c. 1882,John Ruskin,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/121155'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1934/WA_1934_0000/WA_1934_414-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1934/WA_1934_0000/WA_1934_414-a-L.jpg,title,,#3f83e8
1845,1,1,,1845,12,31,,1845,"Boat and Sketches of Two Figures, Venice","Fine Arts Department, Harvard University, Cambridge, MA, Transferred to the Fogg Art Museum, 1926.
<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/298815'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:VRS48787_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:VRS48787_dynmc,title,,#00758F
1848,1,1,,1848,12,31,,October 1848,The Sculpture of a Dragon filling a Quatrefoil on the North Entrance of Rouen Cathedral,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159671'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_042_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_042_a-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,before 1871,Ilex,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159364'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_021_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_021_a-a-L.jpg,title,,#3f83e8
1855,1,1,,1855,12,31,,c. 1855,"Design for a window in the University Museum, Oxford",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/176325'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1931/WA_1931_0000/WA_1931_49-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1931/WA_1931_0000/WA_1931_49-a-L.jpg,title,,#3f83e8
1868,1,1,,1868,12,31,,20 March 1868,Study of Dawn: white Clouds,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159348'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_004-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_004-a-L.jpg,title,,#3f83e8
1876,1,1,,1877,12,31,,November 1876 - May 1877,Sketch of a Gondola from the starboard Beam,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159718'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_105_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_105_a-a-L.jpg,title,,#3f83e8
1872,1,1,,1872,12,31,,1872,"Geological Sketches, Bird's Skull","Fine Arts Department, Harvard University, Cambridge, MA, Transferred to the Fogg Art Museum, 1926.
<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/298751'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:VRS48800_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:VRS48800_dynmc,title,,#00758F
1856,1,1,,1856,12,31,,July or August - September 1856,"Fribourg, Switzerland: Pen sketch",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159427'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_114_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_114_a-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,probably July - August 1871,Study of Foreground Material: Finished Sketch in Watercolour from Nature,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159470'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_133-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_133-a-L.jpg,title,,#3f83e8
1870,1,1,,1870,12,31,,before 1870,"Study, for Colour, of a piece of Chinese Enamel",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159534'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_202-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_202-a-L.jpg,title,,#3f83e8
1855,1,1,,1855,12,31,,c. 1855,"Design for a window in the University Museum, Oxford",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/176332'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1931/WA_1931_0000/WA_1931_50-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1931/WA_1931_0000/WA_1931_50-a-L.jpg,title,,#3f83e8
1868,1,1,,1868,12,31,,21 September 1868,"Sketch of 'Modes au Premier', Abbeville",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159471'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_134_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_134_a-a-L.jpg,title,,#3f83e8
1853,1,1,,1854,12,31,,1853 - 1854,John Ruskin,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object//59248'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/LI/LI_1000/LI_1429_1-z-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/LI/LI_1000/LI_1429_1-z-L.jpg,title,,#3f83e8
1861,1,1,,1861,12,31,,October - December 1861,View of Luzern from above,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159430'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_117_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_117_a-a-L.jpg,title,,#3f83e8
1868,1,1,,1868,12,31,,March 1868,Study of Dawn: purple Clouds,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159349'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_005-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_005-a-L.jpg,title,,#3f83e8
1855,1,1,,1855,12,31,,c. 1855,"Design for a Window in the University Museum, Oxford",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/176324'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1931/WA_1931_0000/WA_1931_47-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1931/WA_1931_0000/WA_1931_47-a-L.jpg,title,,#3f83e8
1870,1,1,,1872,12,31,,1870 - 1872,Drawing of a Hare from the Ormesby Psalter,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159670'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_041_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_041_a-a-L.jpg,title,,#3f83e8
1845,1,1,,1845,12,31,,30 April 1845,"Stone Pines at Sestri, Gulf of Genoa",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159365'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_022-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_022-a-L.jpg,title,,#3f83e8
1852,1,1,,1852,12,31,,1852,Studies of Venetian Capitals,"Fine Arts Department, Harvard University, Cambridge, MA, Transferred to the Fogg Art Museum, 1926.
<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/298814'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:VRS48803_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:VRS48803_dynmc,title,,#00758F
1871,1,1,,1871,12,31,,probably October 1871,"Feather of a Kingfisher's Back, enlarged",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159754'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_203-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_203-a-L.jpg,title,,#3f83e8
1870,1,1,,1872,12,31,,c. 1870 - 1872,Enlarged Drawing of John Ruskin's 'Sketch of the Head of a living Lion',<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159611'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_REF_075-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_REF_075-a-L.jpg,title,,#3f83e8
